texto
aplicaciones informaticas desarrollo basado en plataforma diseno grafico ofimatica
 manejo de grupos entrega de tareas grupales y wiki en el aula virtual utm configuracion del libro de calificaciones del aula virtual utm tareas con metodo de calificacion rubrica y extension de plazo en el aula virtual utm preguntas cortas glosario y opciones de gamificacion del aula virtual utm como agregar reactivos al aula virtual utilizando una plantilla de microsoft word diseno y desarrollo de aulas en linea de la utm nivel avanzado formacion para profesores autores de carreras en linea de la utm curso diseno y desarrollo de las aulas en linea de la utm nivel basico
